Data;Arezzo&Co;B3;Klabin;Localiza;Lojas Americanas;Multiplan;Petrobras;Rede Atacadao;SulAmerica;Vale
10/03/20;55,71;15,33;19,71;41,95;23,50;28,03;17,56;21,15;42,24;44,81
09/03/20;51,57;13,63;19,59;39,80;21,86;26,89;16,05;20,24;38,88;37,83
06/03/20;56,50;15,49;21,28;45,05;23,80;29,46;22,83;21,32;44,49;44,61
05/03/20;56,80;15,70;21,72;48,25;25,88;30,22;25,29;21,28;46,52;46,85
04/03/20;58,00;16,60;22,09;50,80;27,64;32,24;26,89;22,30;48,53;48,57
03/03/20;58,56;16,54;20,75;49,66;27,03;31,22;26,05;21,90;48,79;46,35
02/03/20;59,85;16,67;20,43;49,85;26,59;31,68;26,53;21,50;48,35;46,36
28/02/20;60,10;16,00;19,33;49,54;26,54;30,52;25,34;20,69;48,85;44,31
27/02/20;59,88;15,35;19,90;49,35;25,97;30,69;25,30;19,61;50,88;44,47
21/02/20;64,21;17,35;22,02;54,40;28,84;33,80;29,14;21,50;55,34;50,13
20/02/20;65,56;17,44;21,08;54,72;26,78;33,60;29,92;21,47;55,88;52,20
19/02/20;65,68;17,71;21,22;55,05;27,16;34,07;30,55;21,80;57,28;52,81
18/02/20;64,88;17,04;20,99;55,30;27,24;33,82;29,75;22,04;56,31;52,80
17/02/20;63,82;17,23;21,08;55,23;27,43;33,20;29,36;22,40;56,25;53,41
14/02/20;62,50;16,73;21,26;55,00;27,12;33,54;29,42;21,65;56,67;51,00
13/02/20;63,63;16,53;21,75;55,02;27,59;33,44;29,72;22,02;56,87;52,14
12/02/20;61,80;16,63;21,94;55,48;27,29;34,00;30,13;22,14;57,22;53,07
11/02/20;59,69;16,30;20,82;54,10;27,11;33,66;29,48;22,05;56,19;52,05
10/02/20;58,48;16,21;20,53;52,32;25,99;32,70;29,13;22,15;53,72;50,19
07/02/20;60,68;16,10;20,60;52,93;26,20;33,24;28,93;22,54;55,50;52,10
06/02/20;61,00;16,23;21,26;53,84;26,69;33,78;29,18;22,62;57,18;53,28
05/02/20;62,74;16,45;21,06;55,52;27,45;34,77;28,39;22,94;57,76;52,99
04/02/20;62,00;16,65;20,96;55,00;27,80;35,18;28,63;23,08;57,14;52,27
03/02/20;61,39;16,70;20,55;54,46;27,30;35,22;28,18;22,55;58,49;50,91
31/01/20;60,30;16,07;20,92;53,63;27,55;34,68;28,45;22,59;58,60;50,27
30/01/20;62,84;16,27;20,65;53,83;27,71;35,01;28,94;23,12;57,40;51,50
29/01/20;64,24;16,20;21,06;54,25;28,40;35,03;28,85;23,60;59,24;50,75
28/01/20;63,64;16,36;20,86;52,90;28,47;34,65;28,80;23,39;59,71;51,20
27/01/20;62,69;15,88;20,98;51,44;28,22;34,08;28,03;22,66;59,22;50,51
24/01/20;63,79;16,33;21,67;51,41;28,95;35,13;29,30;23,66;61,45;53,80
23/01/20;63,70;16,23;21,83;51,74;29,06;35,52;29,65;23,75;62,03;55,50
22/01/20;64,71;15,83;21,43;49,83;28,52;34,73;29,29;23,28;61,90;56,30
21/01/20;66,03;14,90;20,86;49,20;29,01;34,25;29,62;22,97;61,23;56,03
20/01/20;63,19;15,17;20,87;49,60;29,01;34,48;30,00;23,54;61,16;57,36
17/01/20;62,82;15,11;20,74;49,49;28,33;34,56;29,85;23,39;59,77;57,00
16/01/20;62,50;14,65;20,64;49,15;27,85;34,15;29,52;23,44;58,65;55,17
15/01/20;62,68;14,48;20,67;48,21;27,50;33,97;29,55;22,85;59,24;55,46
14/01/20;63,00;14,88;20,92;48,20;27,87;34,00;30,00;23,40;58,68;55,64
13/01/20;62,80;14,78;20,24;48,00;26,99;33,50;30,33;23,43;58,16;55,30
10/01/20;60,86;14,77;19,76;47,85;26,47;33,15;30,27;23,64;59,82;53,36
09/01/20;61,30;14,88;19,26;48,82;26,52;33,50;30,40;23,40;59,86;53,30
08/01/20;62,00;14,89;19,38;48,56;25,82;33,71;30,50;22,90;57,90;54,01
07/01/20;62,90;14,93;19,17;48,80;26,01;33,58;30,69;23,34;58,32;54,00
06/01/20;62,61;14,46;19,11;48,33;26,54;33,49;30,81;23,48;59,49;53,61
03/01/20;63,00;14,60;18,94;48,90;26,85;33,55;30,45;24,55;59,25;53,93
02/01/20;63,91;15,04;18,49;49,62;26,80;33,55;30,70;23,93;57,13;54,33
30/12/19;64,00;14,32;18,49;47,41;25,91;33,10;30,18;23,35;55,85;53,30
27/12/19;63,98;14,74;18,28;47,96;26,09;33,04;30,52;23,30;53,88;53,60
26/12/19;64,77;15,55;18,52;48,26;26,65;33,27;30,91;23,35;53,68;54,79
23/12/19;65,80;15,62;18,40;46,80;26,40;32,17;30,50;23,23;52,82;54,58
20/12/19;64,74;16,37;18,74;45,54;26,14;32,01;30,26;23,00;52,26;54,79
19/12/19;64,74;16,19;19,01;46,57;25,85;31,66;30,61;22,33;52,04;54,00
18/12/19;64,00;16,19;18,79;46,03;25,70;31,10;30,54;22,31;50,71;53,47
17/12/19;64,50;15,93;18,81;45,05;25,87;30,73;29,85;21,47;50,50;53,42
16/12/19;64,70;15,41;18,66;45,24;26,50;31,08;29,41;21,02;50,35;53,34
13/12/19;65,60;15,47;18,84;44,60;26,74;30,85;29,98;20,80;49,55;53,76
12/12/19;65,63;15,56;18,75;44,55;26,19;30,80;30,97;20,98;49,52;52,95
11/12/19;66,00;15,40;18,56;43,44;24,70;30,45;30,40;20,07;48,39;51,83
10/12/19;66,60;15,60;18,28;42,33;24,85;30,55;30,44;19,53;47,43;51,20
09/12/19;68,50;15,88;18,08;42,99;24,98;30,49;30,21;19,64;48,65;51,44
06/12/19;68,10;16,37;18,39;43,52;24,59;30,53;30,35;19,73;49,58;51,35
05/12/19;65,40;16,42;18,20;42,90;22,96;30,21;30,05;19,09;48,74;50,95
04/12/19;64,60;16,46;17,97;42,29;23,04;29,78;29,66;18,97;49,58;50,92
03/12/19;64,43;16,04;18,07;42,70;22,92;29,22;28,98;18,99;50,19;50,42
02/12/19;62,60;15,87;17,99;42,44;22,65;29,34;29,07;18,80;49,96;51,34
29/11/19;62,50;15,91;17,54;42,90;22,20;28,92;29,15;18,81;48,85;49,98
28/11/19;62,28;16,05;17,65;42,62;21,90;29,04;29,53;18,71;49,28;50,37
27/11/19;62,20;15,82;17,88;41,21;21,24;28,50;29,33;18,43;48,49;50,58
26/11/19;62,70;15,50;17,43;41,45;20,40;28,50;29,19;18,51;48,25;51,22
25/11/19;63,00;15,92;17,61;41,96;20,53;29,24;29,73;18,89;48,66;50,86
22/11/19;64,70;16,50;17,57;42,16;20,27;29,50;29,98;18,71;47,68;50,03
21/11/19;63,14;16,29;17,60;41,26;20,33;29,55;29,85;18,86;47,07;48,42
19/11/19;60,01;15,98;17,53;39,07;19,90;28,71;28,78;18,42;47,65;48,17
18/11/19;60,28;16,35;17,72;39,19;19,61;29,31;29,08;18,79;46,91;47,61
14/11/19;60,67;16,60;17,56;39,76;19,92;29,36;29,30;18,17;47,26;47,00
13/11/19;59,40;16,51;17,50;39,20;19,49;28,57;29,90;18,02;46,62;47,12
12/11/19;58,95;16,40;17,85;39,32;19,43;28,79;30,02;18,40;47,12;47,90
11/11/19;59,90;16,70;18,01;40,12;19,80;29,12;30,45;18,80;47,61;48,13
08/11/19;59,50;16,23;17,58;39,57;19,36;28,76;30,02;18,87;47,01;49,18
07/11/19;59,95;16,47;17,82;40,33;20,26;29,47;30,90;19,17;46,18;50,11
06/11/19;60,68;16,30;17,10;40,18;20,42;29,18;29,71;19,08;45,44;49,69
05/11/19;60,30;16,43;17,22;40,17;19,96;28,54;29,65;19,26;44,71;49,87
04/11/19;60,95;16,42;16,68;40,24;20,13;29,32;30,36;19,49;45,21;49,82
01/11/19;62,12;16,40;16,15;41,24;20,32;29,04;30,43;19,52;45,33;48,44
31/10/19;59,10;16,13;15,93;41,12;19,92;29,21;30,39;19,11;45,19;47,20
30/10/19;58,50;16,17;15,63;40,89;20,58;29,23;30,08;19,20;45,49;48,59
29/10/19;57,80;15,97;15,46;39,46;20,30;28,18;29,82;19,16;45,57;48,65
28/10/19;57,40;16,25;15,57;39,46;20,40;28,90;29,60;19,49;45,99;48,70
25/10/19;57,52;16,14;15,84;39,78;20,39;28,56;29,25;19,70;46,65;48,56
24/10/19;56,80;16,21;16,05;39,66;20,73;28,63;28,32;19,56;46,58;46,75
23/10/19;57,05;16,08;16,06;42,27;20,87;28,68;28,95;19,22;46,74;47,11
22/10/19;57,80;15,84;15,94;42,56;20,82;28,93;28,57;19,58;46,91;47,30
21/10/19;56,91;15,63;15,73;42,48;21,02;29,20;27,77;19,91;47,15;47,21
18/10/19;57,19;15,48;15,77;42,79;21,06;29,30;27,60;19,69;46,75;46,03
17/10/19;56,65;15,38;15,85;42,13;21,04;29,19;27,66;19,54;44,59;46,71
16/10/19;55,13;15,07;15,94;42,18;21,24;29,44;27,93;19,47;44,34;46,80
15/10/19;54,64;14,84;15,67;42,77;21,12;28,83;27,60;19,40;44,76;47,91
14/10/19;55,17;15,05;15,43;41,96;20,83;28,39;27,31;19,32;45,26;47,99
11/10/19;55,58;15,02;15,29;41,24;20,52;27,95;27,26;19,37;44,52;48,64
10/10/19;54,98;14,69;14,65;40,07;19,62;27,50;26,74;18,90;43,98;47,24
09/10/19;54,80;14,63;14,55;41,03;19,69;27,53;26,52;19,21;43,87;45,67
08/10/19;55,20;14,43;14,43;40,90;19,18;27,05;26,02;19,19;43,04;45,32
07/10/19;56,00;14,33;14,72;41,14;19,49;27,06;26,17;19,98;43,59;46,04
04/10/19;55,52;14,85;14,90;41,76;19,71;28,02;26,51;20,47;43,35;46,59
03/10/19;53,00;14,53;14,81;41,09;19,11;27,50;26,74;20,20;42,89;45,44
02/10/19;51,15;14,37;14,94;40,67;19,35;27,27;26,72;20,40;42,96;45,10
01/10/19;49,68;14,59;15,17;42,30;19,65;27,99;27,51;20,64;44,10;47,71
30/09/19;49,52;14,54;15,39;43,30;19,89;28,85;27,55;21,05;44,16;47,75
27/09/19;49,38;14,79;15,14;42,06;19,82;28,58;27,66;21,25;43,69;47,66
26/09/19;49,49;14,92;15,22;42,26;19,95;28,70;27,70;21,43;42,68;47,86
25/09/19;48,92;14,67;15,29;42,51;19,97;28,43;27,34;21,20;42,22;47,86
24/09/19;49,00;14,77;15,20;41,52;19,75;28,57;27,27;21,27;41,12;46,93
23/09/19;49,01;14,95;15,37;42,32;19,48;28,70;27,48;21,39;41,65;48,10
20/09/19;50,26;15,11;15,25;43,78;19,63;28,70;27,00;22,20;42,47;48,42
19/09/19;49,75;14,86;15,55;43,69;19,60;28,17;27,29;22,04;42,49;48,32
18/09/19;49,30;14,97;15,53;42,98;19,08;27,21;27,22;21,78;42,72;48,40
17/09/19;49,08;14,71;15,39;42,38;19,08;26,96;27,69;21,85;42,85;48,90
16/09/19;48,21;14,36;15,32;42,13;18,62;26,33;28,06;21,14;42,55;48,59
13/09/19;48,10;14,33;15,31;41,90;18,38;25,95;26,88;21,11;42,58;49,79
12/09/19;48,70;14,83;15,28;43,29;18,80;26,86;27,06;21,53;42,39;49,69
11/09/19;49,46;14,84;15,22;43,48;18,73;27,05;26,87;21,80;42,51;47,95
10/09/19;47,81;14,63;15,09;42,75;17,80;26,07;27,10;21,10;41,65;48,24
09/09/19;47,93;14,61;15,20;43,35;18,39;25,54;26,93;20,74;41,42;47,89
06/09/19;47,99;15,30;15,00;44,60;18,69;26,30;26,52;21,55;42,61;46,45
05/09/19;48,43;15,10;14,99;45,00;18,92;26,57;26,39;21,86;43,50;46,52
04/09/19;48,09;14,88;15,10;44,93;18,98;26,30;26,26;22,10;43,32;46,52
03/09/19;47,60;14,58;14,80;44,34;18,57;26,04;25,60;22,14;42,72;45,52
02/09/19;48,20;14,65;14,97;44,67;18,54;26,20;25,30;22,25;44,59;46,01
30/08/19;49,48;14,93;15,06;44,80;18,67;25,99;25,50;22,30;44,84;45,57
